ticker,style,entry_date,entry_price,qty,exit_date,exit_price,exit_reason,stop_loss,take_profit,entry_atr,n_adds,result_eur,result_pct
LEN,MOMENTUM,2024-07-18,159.8654,1.1303,2024-08-05,159.5288,trailing_stop,159.52877470638094,174.3212,4.8186,0,-0.38,-0.21
ETN,VALUE,2024-07-25,282.3637,1.0905,2024-08-05,257.5386,stop_loss_atr,257.5386,310.591,9.4091,1,-27.07,-8.79
CL,MOMENTUM,2024-07-31,95.2123,0.807,2024-08-05,95.9834,trailing_stop,95.98339589124478,99.9703,1.586,0,0.62,0.81
D,MOMENTUM,2024-08-02,51.7604,3.396,2024-08-05,49.7397,trailing_stop,49.73970384824176,55.0112,1.0836,0,-6.86,-3.9
HOOD,VALUE,2024-08-02,17.8845,4.8912,2024-08-05,14.2917,stop_loss_atr,14.2917,21.4773,1.1976,0,-17.57,-20.09
ABNB,VALUE,2024-08-05,125.3413,1.3368,2024-08-07,112.7035,stop_loss_atr,112.7035,137.9791,4.2126,0,-16.89,-10.08
APP,VALUE,2024-08-02,67.6102,4.9407,2024-08-13,80.008,take_profit_atr,71.90479816894532,80.00800000000001,4.1326,1,61.25,18.34
HOLX,MOMENTUM,2024-07-31,81.6304,0.9412,2024-08-15,80.679,trailing_stop,80.67899816894531,86.4196,1.5964,0,-0.9,-1.17
CDNS,VALUE,2024-08-02,249.6924,0.5647,2024-08-15,280.8132,take_profit_atr,260.52278901367185,280.8132,10.3736,0,17.57,12.46
AR,VALUE,2024-08-02,25.6879,14.909299999999998,2024-08-19,28.87,take_profit_atr,26.7585991607666,28.869999999999997,1.0607,1,47.44,12.39
AMD,VALUE,2024-08-02,132.5331,0.7251,2024-08-20,156.7686,take_profit_atr,145.8829932861328,156.7686,8.0785,0,17.57,18.29
SYK,VALUE,2024-07-31,322.1873,0.2385,2024-08-22,344.8466,take_profit_atr,330.0974351977089,344.8466,7.5531,0,5.4,7.03
GS,VALUE,2024-08-02,453.9792,0.3872,2024-08-23,492.0078,take_profit_atr,468.823532755001,492.0078,12.6762,0,14.72,8.38
HPE,VALUE,2024-08-02,16.453,24.0682,2024-08-23,18.3283,take_profit_atr,17.193882844837816,18.3283,0.6251,1,45.14,11.4
HOOD,VALUE,2024-08-07,17.1243,3.606,2024-08-23,21.1413,take_profit_atr,18.531999084472655,21.1413,1.339,0,14.49,23.46
VST,VALUE,2024-07-17,70.9992,4.5984,2024-08-26,85.8798,take_profit_atr,77.0237466338286,85.8798,4.9602,1,68.43,20.96
AMAT,VALUE,2024-08-02,178.8966,1.8862,2024-08-28,188.692,value_trailing_stop,188.69197491287406,210.0633,10.3889,1,18.48,5.48
LRCX,VALUE,2024-08-02,75.0764,1.2372,2024-08-29,78.5835,value_trailing_stop,78.58352753897539,89.2799,4.7345,0,4.34,4.67
BAC,VALUE,2024-08-02,36.0946,4.8699,2024-08-30,39.0184,take_profit_atr,37.285904626681706,39.0184,0.9746,0,14.24,8.1
WM,VALUE,2024-07-25,194.8943,0.6103,2024-09-03,206.8877,take_profit_atr,199.13016309350496,206.8877,3.9978,0,7.32,6.15
EOG,VALUE,2024-08-02,115.9772,1.5156,2024-09-03,118.0107,value_trailing_stop,118.01070623510867,124.5707,2.8645,0,3.08,1.75
VRTX,MOMENTUM,2024-08-30,496.014,0.3813,2024-09-03,477.5988,trailing_stop,477.5988,523.6368,9.2076,0,-7.02,-3.71
CMG,VALUE,2024-07-18,52.4133,7.7425999999999995,2024-09-04,52.967,value_trailing_stop,52.96699954223633,58.4328,2.0065,1,4.29,1.06
DDOG,VALUE,2024-08-02,107.2768,1.3147,2024-09-04,109.809,value_trailing_stop,109.80900122070312,120.6433,4.4555,0,3.33,2.36
MDT,MOMENTUM,2024-08-20,80.778,2.2994,2024-09-04,85.6683,take_profit_atr,82.46174425917752,85.6683,1.6301,0,11.24,6.05
ELV,MOMENTUM,2024-08-30,539.2725,0.3507,2024-09-04,528.0346,trailing_stop,528.0346387514029,564.6435,8.457,0,-3.94,-2.08
GOOGL,VALUE,2024-07-25,165.9722,1.8168,2024-09-06,153.5083,stop_loss_atr,153.5083,178.60459999999998,4.2108,1,-22.64,-7.51
T,MOMENTUM,2024-09-05,19.2703,21.874200000000002,2024-09-10,20.2054,take_profit_atr,19.427391848737965,20.205399999999997,0.3117,1,20.45,4.85
AMZN,VALUE,2024-08-05,161.0603,0.7874,2024-09-11,182.5154,take_profit_atr,170.68660549316405,182.5154,7.1517,0,16.89,13.32
AZO,MOMENTUM,2024-08-05,3113.208,0.0543,2024-09-11,3080.0033,trailing_stop,3080.00326953125,3298.0281,61.6067,0,-1.8,-1.07
OKE,MOMENTUM,2024-08-29,82.6524,2.2764,2024-09-11,81.9236,trailing_stop,81.92358657173925,86.637,1.3282,0,-1.66,-0.88
GILD,MOMENTUM,2024-09-06,74.8315,1.8883,2024-09-12,79.0201,take_profit_atr,77.18605373194497,79.0201,1.3962,0,7.91,5.6
ARM,VALUE,2024-08-02,111.0261,2.6207000000000003,2024-09-13,147.7173,take_profit_atr,125.46919267578124,147.7173,12.2304,1,96.16,33.05
BX,MOMENTUM,2024-08-23,131.6824,1.4337,2024-09-13,142.4656,take_profit_atr,134.56378266795227,142.4656,3.5944,0,15.46,8.19
D,MOMENTUM,2024-08-30,52.2157,3.6222,2024-09-16,54.6514,take_profit_atr,53.011872868765366,54.6514,0.8119,0,8.82,4.66
MSFT,VALUE,2024-08-02,402.2701,0.1247,2024-09-17,430.7314,take_profit_atr,416.82330485485505,430.7314,9.4871,0,3.55,7.08
NEE,MOMENTUM,2024-09-03,78.4148,5.702500000000001,2024-09-19,78.3963,trailing_stop,78.39629105203434,82.5728,1.386,1,-0.11,-0.02
GOOGL,VALUE,2024-09-06,148.5944,2.6874,2024-09-19,160.9409,take_profit_atr,154.6186272464335,160.9409,4.1155,1,33.18,8.31
T,MOMENTUM,2024-09-16,20.5908,7.2873,2024-09-19,19.853,trailing_stop,19.853,21.6975,0.3689,0,-5.38,-3.58
VST,MOMENTUM,2024-09-19,91.7649,1.8426,2024-09-20,97.6183,trailing_stop,97.61833754467916,103.4424,3.8925,0,10.79,6.38
OTIS,VALUE,2024-07-24,88.1764,0.7531,2024-09-24,94.2391,take_profit_atr,92.54825060789518,94.2391,2.0209,0,4.57,6.88
PR,VALUE,2024-09-06,12.2458,0.06390000000000375,2024-09-24,13.4728,take_profit_atr,12.758678030748206,13.4728,0.409,1,0.08,10.02
WFC,VALUE,2024-09-12,49.6671,2.0932,2024-09-26,51.7226,value_trailing_stop,51.72256463455028,54.5667,1.6332,0,4.3,4.14
RBLX,MOMENTUM,2024-08-21,44.6258,10.2995,2024-09-27,44.5783,trailing_stop,44.57825030517578,49.2479,1.5407,1,-0.49,-0.11
COIN,VALUE,2024-09-03,152.1341,2.2064,2024-09-27,190.8167,take_profit_atr,166.6615969482422,190.8167,12.8942,1,85.35,25.43
TSLA,MOMENTUM,2024-09-05,230.2275,0.7262,2024-09-30,263.1735,take_profit_atr,237.40498535156252,263.1735,10.982,0,23.93,14.31
BX,MOMENTUM,2024-09-13,145.0979,2.6993,2024-09-30,143.2317,trailing_stop,143.23167515048416,156.119,3.6737,1,-5.04,-1.29
MELI,MOMENTUM,2024-09-12,2140.6351,0.0486,2024-10-02,2028.8813,trailing_stop,2028.8813,2308.2658,55.8769,0,-5.43,-5.22
VST,MOMENTUM,2024-09-20,110.7487,3.9702,2024-10-02,124.9366,take_profit_atr,114.6739426675156,124.9366,4.7293,1,56.33,12.81
HON,VALUE,2024-07-25,182.9353,0.6502,2024-10-03,184.1894,value_trailing_stop,184.18938077489707,193.9315,3.6654,0,0.82,0.69
VLO,VALUE,2024-09-06,126.9532,0.00019999999999999285,2024-10-03,129.3974,value_trailing_stop,129.39744290767135,139.5718,4.2062,1,0.0,1.93
FANG,VALUE,2024-09-06,171.6473,2.3265,2024-10-04,185.6882,take_profit_atr,177.6985757166262,185.6882,4.6803,1,32.67,8.18
IBM,MOMENTUM,2024-09-17,204.477,0.7633,2024-10-04,215.7669,take_profit_atr,206.42603028011817,215.7669,3.7633,0,8.62,5.52
SHOP,MOMENTUM,2024-09-17,74.4686,2.096,2024-10-04,82.0244,take_profit_atr,76.34349938964844,82.0244,2.5186,0,15.84,10.15
SO,MOMENTUM,2024-09-03,83.9874,2.215,2024-10-07,83.7518,trailing_stop,83.75180330347469,87.5994,1.204,0,-0.52,-0.28
DHR,MOMENTUM,2024-09-09,270.2956,0.4972,2024-10-07,264.9549,trailing_stop,264.9548966538048,284.7097,4.8047,0,-2.66,-1.98
VST,MOMENTUM,2024-10-03,131.369,1.0955,2024-10-07,127.7144,trailing_stop,127.7144090176613,149.2979,5.9763,0,-4.0,-2.78
PG,VALUE,2024-09-20,166.3431,1.0166,2024-10-08,158.7399,stop_loss_atr,158.7399,173.9463,2.5344,0,-7.73,-4.57
OTIS,MOMENTUM,2024-09-24,98.4579,4.3993,2024-10-08,97.6506,trailing_stop,97.65063955509129,103.7265,1.7562,1,-3.55,-0.82
HOOD,MOMENTUM,2024-09-27,23.896,8.225,2024-10-08,23.4657,trailing_stop,23.465749237060546,26.6971,0.9337,0,-3.54,-1.8
ZS,VALUE,2024-09-04,160.7221,9.99999999997775e-05,2024-10-09,185.1703,take_profit_atr,170.1211981689453,185.1703,8.1494,1,0.0,15.21
BSX,MOMENTUM,2024-09-18,82.5906,1.8164,2024-10-09,86.547,take_profit_atr,83.69299786376953,86.547,1.3188,0,7.19,4.79
CEG,MOMENTUM,2024-09-20,257.2498,1.7148999999999999,2024-10-09,260.33,trailing_stop,260.3299932687034,287.8939,10.2147,1,5.28,1.2
VST,MOMENTUM,2024-10-07,130.1986,0.9673,2024-10-11,116.7846,trailing_stop,116.7846,150.3196,6.707,0,-12.98,-10.3
MSTR,MOMENTUM,2024-10-07,190.4793,2.0282999999999998,2024-10-14,223.6347,take_profit_atr,199.52049389648437,223.6347,11.0518,1,67.25,17.41
TJX,VALUE,2024-10-07,109.7709,1.1823,2024-10-15,114.966,take_profit_atr,111.70215324407181,114.966,1.7317,0,6.14,4.73
ELV,VALUE,2024-10-07,472.4462,0.8688,2024-10-16,476.0609,value_trailing_stop,476.0609278269626,501.5453,9.6997,1,3.14,0.77
DDOG,MOMENTUM,2024-10-10,130.1225,1.0458,2024-10-16,123.4815,trailing_stop,123.4815,140.084,3.3205,0,-6.95,-5.1
MS,MOMENTUM,2024-10-15,107.1642,1.343,2024-10-16,113.2566,take_profit_atr,110.87242079618575,113.2566,2.0308,0,8.18,5.69
NFLX,MOMENTUM,2024-09-19,70.4496,2.4001,2024-10-17,69.1682,trailing_stop,69.1682484741211,75.7677,1.7727,0,-3.08,-1.82
CL,VALUE,2024-10-04,95.0683,1.6491,2024-10-18,95.7447,value_trailing_stop,95.74472819271656,99.157,1.3629,0,1.12,0.71
ROST,VALUE,2024-10-07,137.9971,0.9405,2024-10-18,147.3853,take_profit_atr,142.36709293761209,147.3853,3.1294,0,8.83,6.8
NFLX,VALUE,2024-10-17,68.7822,2.9146,2024-10-18,73.4985,take_profit_atr,73.48379835205078,73.4985,1.5721,0,13.75,6.86
XYL,VALUE,2024-09-03,128.4027,1.4488,2024-10-21,130.361,value_trailing_stop,130.36100092175909,136.893,2.8301,0,2.84,1.53
NET,MOMENTUM,2024-10-10,92.4831,1.4714,2024-10-22,88.2085,trailing_stop,88.20850305175782,102.1929,3.2366,0,-6.29,-4.62
ADBE,VALUE,2024-09-13,521.9147,0.005800000000000011,2024-10-23,485.9691,stop_loss_atr,485.9691,572.9498000000001,17.0117,1,-0.21,-6.89
IBM,MOMENTUM,2024-10-23,222.2576,0.8669,2024-10-24,215.8236,trailing_stop,215.8236,231.9086,3.217,0,-5.58,-2.89
CAT,MOMENTUM,2024-09-24,377.3195,0.4308,2024-10-30,372.0764,trailing_stop,372.07643033010334,404.2238,8.9681,0,-2.26,-1.39
LMT,VALUE,2024-10-22,541.8254,0.8887,2024-10-30,523.1776,stop_loss_atr,523.1776,572.8318999999999,10.3355,1,-16.57,-3.44
GOOGL,MOMENTUM,2024-10-28,165.8042,0.5268,2024-10-30,173.1662,trailing_stop,173.1662012117023,175.1747,3.1235,0,3.88,4.44
MRK,VALUE,2024-07-31,106.683,9.999999999998895e-05,2024-10-31,96.7029,stop_loss_atr,96.7029,116.6631,3.3267,0,-0.0,-9.35
HOOD,MOMENTUM,2024-10-08,25.6441,15.5573,2024-10-31,26.0053,trailing_stop,26.005250762939454,28.727800000000002,1.0279,1,5.62,1.41
RBLX,VALUE,2024-10-08,40.5201,2.5628,2024-10-31,49.452,value_trailing_stop,49.452001525878906,45.3171,1.599,0,22.89,22.04
EXPE,MOMENTUM,2024-10-17,156.4446,1.2814,2024-10-31,153.4545,trailing_stop,153.4545129931888,167.8728,3.8094,0,-3.83,-1.91
TSM,MOMENTUM,2024-10-17,201.942,0.9927,2024-10-31,188.5838,trailing_stop,188.5838,221.9793,6.6791,0,-13.26,-6.61
MDT,MOMENTUM,2024-10-18,87.9565,2.3063,2024-10-31,85.6373,trailing_stop,85.6373,91.4353,1.1596,0,-5.35,-2.64
GM,MOMENTUM,2024-10-22,52.9477,3.8137,2024-10-31,49.9975,trailing_stop,49.9975,57.373,1.4751,0,-11.25,-5.57
ETN,MOMENTUM,2024-10-30,335.6088,0.2503,2024-10-31,323.4498,trailing_stop,323.4498,353.8473,6.0795,0,-3.04,-3.62
KMI,MOMENTUM,2024-10-10,22.6454,18.339199999999998,2024-11-01,22.7189,trailing_stop,22.71890342554549,23.732,0.3622,1,1.35,0.32
MAR,MOMENTUM,2024-10-07,251.2059,0.5166,2024-11-04,250.9761,trailing_stop,250.97606520115974,264.8946,4.5629,0,-0.12,-0.09
TRGP,MOMENTUM,2024-10-09,159.1588,2.6238,2024-11-05,164.2845,trailing_stop,164.28453008349925,169.5988,3.48,1,13.45,3.22
PH,VALUE,2024-10-30,614.4186,0.1367,2024-11-05,642.2046,take_profit_atr,624.9443349289096,642.2046,9.262,0,3.8,4.52
FAST,MOMENTUM,2024-10-11,36.9796,10.9616,2024-11-06,39.3835,take_profit_atr,38.583117959025,39.3835,0.8013,1,26.35,6.5
WFC,MOMENTUM,2024-10-14,59.8664,1.479,2024-11-06,67.6369,trailing_stop,67.63689795524002,64.5161,1.5499,0,11.49,12.98
MS,MOMENTUM,2024-10-16,114.1258,1.7778,2024-11-06,121.6711,take_profit_atr,122.19285288607084,121.6711,2.5151,0,13.41,6.61
KO,VALUE,2024-10-24,64.4523,2.7026,2024-11-06,61.3386,stop_loss_atr,61.3386,67.566,1.0379,0,-8.42,-4.83
CL,VALUE,2024-10-25,92.2346,2.1524,2024-11-06,87.4688,stop_loss_atr,87.4688,97.0004,1.5886,0,-10.26,-5.17
CAT,VALUE,2024-10-30,372.1109,0.2257,2024-11-06,396.5651,take_profit_atr,394.03130361449223,396.5651,8.1514,0,5.52,6.57
SBUX,MOMENTUM,2024-10-31,93.4578,1.011,2024-11-06,90.7363,trailing_stop,90.7362566799907,99.1056,1.8826,0,-2.75,-2.91
EXPE,MOMENTUM,2024-11-06,170.1475,1.1284,2024-11-08,183.1222,take_profit_atr,177.65428089109108,183.1222,4.3249,0,14.64,7.63
ABBV,MOMENTUM,2024-10-31,193.8508,0.4874,2024-11-11,187.0255,trailing_stop,187.0254932310034,204.5839,3.5777,0,-3.33,-3.52
CI,VALUE,2024-10-31,305.5735,0.3092,2024-11-11,331.8883,take_profit_atr,319.79340143577974,331.8883,8.7716,0,8.14,8.61
H,VALUE,2024-10-31,144.5993,0.6534,2024-11-11,156.1073,take_profit_atr,148.94723319448934,156.1073,3.836,0,7.52,7.96
CTRA,VALUE,2024-08-02,22.7379,9.999999999977885e-05,2024-11-13,24.4131,take_profit_atr,23.509725733248455,24.4131,0.5584,0,0.0,7.37
NFLX,MOMENTUM,2024-10-18,76.8811,6.2926,2024-11-13,82.9453,take_profit_atr,78.6454974975586,82.9453,2.0214,1,38.16,7.89
IQV,VALUE,2024-10-31,208.2963,0.01300000000000022,2024-11-13,212.9404,value_trailing_stop,212.94040366210936,227.7507,6.4848,1,0.06,2.23
LLY,VALUE,2024-10-31,779.5883,0.4808,2024-11-14,787.8332,value_trailing_stop,787.8331668728314,852.9893,24.467,1,3.96,1.06
GD,MOMENTUM,2024-11-06,299.7051,0.6406,2024-11-14,295.2897,trailing_stop,295.28967350057445,314.7519,5.0156,0,-2.83,-1.47
ADI,VALUE,2024-10-31,217.9371,0.4335,2024-11-15,201.0252,stop_loss_atr,201.0252,234.849,5.6373,0,-7.33,-7.76
DHR,VALUE,2024-10-31,243.3836,0.3882,2024-11-15,227.087,stop_loss_atr,227.087,259.6802,5.4322,0,-6.33,-6.7
IBM,VALUE,2024-10-31,197.401,0.4786,2024-11-15,198.464,value_trailing_stop,198.46400006322193,210.0241,4.2077,0,0.51,0.54
REGN,VALUE,2024-10-31,831.5415,0.0008999999999999987,2024-11-15,748.1847,stop_loss_atr,748.1847,914.8983,27.7856,0,-0.08,-10.02
COST,MOMENTUM,2024-11-08,936.4952,0.2192,2024-11-15,904.9754,trailing_stop,904.9754,983.7749,15.7599,0,-6.91,-3.37
SWK,VALUE,2024-10-30,87.2419,4.1388,2024-11-18,79.4755,stop_loss_atr,79.4755,95.6782,2.8121,1,-32.14,-8.9
RBLX,MOMENTUM,2024-10-31,51.7329,1.8264,2024-11-18,50.343,trailing_stop,50.342998474121096,57.4413,1.9028,0,-2.54,-2.69
SPOT,MOMENTUM,2024-11-13,467.4868,0.4162,2024-11-18,457.3985,trailing_stop,457.39850244140627,506.2366,12.9166,0,-4.2,-2.16
ELV,VALUE,2024-10-17,423.2593,9.999999999999293e-05,2024-11-19,380.6192,stop_loss_atr,380.6192,474.2269,16.9892,1,-0.0,-10.07
GM,MOMENTUM,2024-11-06,54.2484,3.5391,2024-11-19,54.6386,trailing_stop,54.638622838206786,58.8948,1.5488,0,1.38,0.72
APP,MOMENTUM,2024-11-15,291.1628,0.477,2024-11-20,338.3012,take_profit_atr,303.22498852539064,338.3012,15.7128,0,22.49,16.19
CNX,MOMENTUM,2024-11-06,37.1093,5.1736,2024-11-21,40.4294,take_profit_atr,38.30324969482422,40.4294,1.1067,0,17.18,8.95
DE,VALUE,2024-11-06,397.6443,0.4828,2024-11-21,418.1829,value_trailing_stop,418.1828969671989,420.1002,7.4853,0,9.92,5.17
OKE,MOMENTUM,2024-11-13,100.1976,1.9418,2024-11-21,106.353,take_profit_atr,103.4425261872768,106.353,2.0518,0,11.95,6.14
CL,VALUE,2024-11-06,87.0349,2.2059,2024-11-25,92.0803,take_profit_atr,88.98297912388236,92.0803,1.6818,0,11.13,5.8
ABBV,VALUE,2024-11-15,156.8816,0.9556,2024-11-25,171.2012,take_profit_atr,161.74532074697277,171.2012,4.7732,0,13.68,9.13
ADI,VALUE,2024-11-15,201.5657,0.7438,2024-11-25,218.5838,take_profit_atr,208.38297267315923,218.5838,5.6727,0,12.66,8.44
CEG,VALUE,2024-11-04,223.7474,0.3659,2024-11-26,255.3932,take_profit_atr,243.77753580854863,255.3932,10.5486,0,11.58,14.14
FANG,VALUE,2024-11-05,168.0461,0.9043,2024-11-26,169.6774,value_trailing_stop,169.67736207798137,181.8413,4.5984,0,1.48,0.97
WFC,MOMENTUM,2024-11-06,69.7959,0.8243,2024-11-26,75.3978,take_profit_atr,70.9935178085402,75.3978,1.8673,0,4.62,8.03
A,VALUE,2024-11-15,125.5676,0.1493,2024-11-26,126.8032,value_trailing_stop,126.80316050984563,136.3226,3.585,0,0.18,0.98
VZ,VALUE,2024-10-31,38.1795,2.4747,2024-11-27,40.3518,take_profit_atr,39.077331046588405,40.3518,0.7241,0,5.38,5.69
EXC,VALUE,2024-11-01,36.1442,3.1868,2024-11-27,38.0654,take_profit_atr,36.88317359892744,38.0654,0.6404,0,6.12,5.32
AR,MOMENTUM,2024-11-21,33.4084,4.3329,2024-12-02,31.8415,trailing_stop,31.841501525878908,36.7786,1.1234,0,-6.79,-4.69
MMM,VALUE,2024-10-22,125.2363,3.8345,2024-12-04,126.6553,value_trailing_stop,126.65531613565832,132.8971,2.5536,1,5.44,1.13
HOOD,MOMENTUM,2024-11-18,35.0088,1.6467,2024-12-04,40.3632,take_profit_atr,36.107999694824215,40.3632,1.7848,0,8.82,15.29
PG,MOMENTUM,2024-11-22,169.2995,0.8432,2024-12-04,167.1882,trailing_stop,167.1881535898242,176.564,2.4215,0,-1.78,-1.25
WMT,MOMENTUM,2024-11-22,89.0538,1.411,2024-12-05,93.5202,take_profit_atr,90.38912683006107,93.5202,1.4888,0,6.3,5.02
SO,VALUE,2024-10-30,84.4125,0.9951,2024-12-06,80.508,stop_loss_atr,80.508,88.317,1.3015,0,-3.89,-4.63
DE,MOMENTUM,2024-11-21,434.7472,0.9968,2024-12-06,434.2395,trailing_stop,434.23953358569264,465.5917,10.2815,1,-0.51,-0.12
RRC,MOMENTUM,2024-11-21,35.0755,4.127,2024-12-06,33.8194,trailing_stop,33.81942983503477,37.9564,0.9603,0,-5.18,-3.58
NFLX,MOMENTUM,2024-11-25,86.5806,2.2564,2024-12-06,92.8131,take_profit_atr,88.3332504272461,92.8131,2.0775,0,14.06,7.2
KLAC,VALUE,2024-10-17,625.3292,0.00010000000000011116,2024-12-06,641.0325,EMA-50 abaixo de EMA-200 — tendência inv,560.2062,726.3155,33.6621,1,0.0,2.51
DRI,MOMENTUM,2024-11-25,167.5601,1.2445,2024-12-09,159.7333,trailing_stop,159.73328681706278,179.7128,4.0509,0,-9.74,-4.67
GOOGL,VALUE,2024-11-21,166.7092,0.8683,2024-12-10,180.1237,take_profit_atr,176.559397306232,180.1237,4.4715,0,11.65,8.05
HPE,MOMENTUM,2024-12-09,22.2257,3.9111,2024-12-11,20.6585,trailing_stop,20.6585,24.5765,0.7836,0,-6.13,-7.05
DHI,VALUE,2024-10-31,159.0972,3.7855,2024-12-12,161.5046,value_trailing_stop,161.50459975237405,176.09369999999998,5.6655,2,9.11,1.51
LEN,VALUE,2024-11-06,152.9559,3.1235,2024-12-12,159.175,value_trailing_stop,159.1749663435232,168.86100000000002,5.3017,1,19.43,4.07
GD,VALUE,2024-11-19,272.3757,1.5127000000000002,2024-12-12,254.1358,stop_loss_atr,254.1358,291.2256,6.2833,1,-27.59,-6.7
DHR,VALUE,2024-11-15,228.0795,0.0001000000000000251,2024-12-12,232.2109,EMA-50 abaixo de EMA-200 — tendência inv,211.9298,244.5138,5.4781,1,0.0,1.81
GS,MOMENTUM,2024-11-06,578.2831,0.332,2024-12-17,560.6616,trailing_stop,560.6616163627691,621.328,14.3483,0,-5.85,-3.05
ISRG,MOMENTUM,2024-10-18,529.726,0.923,2024-12-18,526.3045,trailing_stop,526.30448046875,565.6366,11.9702,1,-3.16,-0.65
CSCO,MOMENTUM,2024-11-15,55.4309,2.7047,2024-12-18,55.7601,trailing_stop,55.7600609930922,58.2251,0.9314,0,0.89,0.59
BKNG,MOMENTUM,2024-11-25,202.0999,1.0318,2024-12-18,201.3324,trailing_stop,201.33240825763414,214.2202,4.0401,0,-0.79,-0.38
XOM,VALUE,2024-12-10,106.742,3.693,2024-12-18,101.5819,stop_loss_atr,101.5819,112.42070000000001,1.8929,1,-19.06,-4.83
BLK,MOMENTUM,2024-12-11,1038.3424,0.1012,2024-12-18,999.7656,trailing_stop,999.7656,1096.2076,19.2884,0,-3.9,-3.72
AVGO,MOMENTUM,2024-12-16,238.6541,1.4562000000000002,2024-12-18,225.8015,trailing_stop,225.8015,269.9171,10.421,1,-18.72,-5.39
AMGN,VALUE,2024-11-15,267.0296,0.0063,2024-12-19,245.2304,stop_loss_atr,245.2304,290.4533,7.8079,1,-0.14,-8.16
EOG,VALUE,2024-12-11,116.2959,4.9114,2024-12-19,113.4047,stop_loss_atr,113.4047,124.11240000000001,2.6055,2,-14.2,-2.49
LEN,VALUE,2024-12-12,145.8474,2.7574,2024-12-19,133.8228,stop_loss_atr,133.8228,158.6049,4.2525,1,-33.16,-8.24
TOL,VALUE,2024-12-12,133.4566,2.9623,2024-12-19,122.2595,stop_loss_atr,122.2595,148.01260000000002,4.852,1,-33.17,-8.39
CVX,VALUE,2024-12-16,139.1454,2.4975,2024-12-19,132.3253,stop_loss_atr,132.3253,146.9322,2.5956,1,-17.03,-4.9
NSC,VALUE,2024-12-11,228.0836,1.6782,2024-12-20,231.6631,value_trailing_stop,231.6630610506248,245.147,5.6878,1,6.01,1.57
AR,VALUE,2024-12-20,30.9377,1.6591,2024-12-30,34.2065,take_profit_atr,34.0708,34.2065,1.0896,0,5.42,10.57
PLTR,MOMENTUM,2024-12-16,75.7689,0.7605,2024-12-31,74.6985,trailing_stop,74.6984970703125,87.8871,4.0394,0,-0.81,-1.41
AAPL,MOMENTUM,2024-12-20,252.9376,0.2145,2025-01-02,247.8145,trailing_stop,247.81449034869075,265.6987,4.2537,0,-1.1,-2.03
LMT,VALUE,2024-12-12,479.9523,0.236,2025-01-06,452.0289,stop_loss_atr,452.0289,507.8757,9.3078,0,-6.59,-5.82
MS,VALUE,2024-12-18,116.0707,2.8937999999999997,2025-01-06,123.967,take_profit_atr,119.7811294562888,123.967,2.6321,1,22.85,6.8
CVX,VALUE,2024-12-19,132.4104,0.4916,2025-01-06,140.7105,take_profit_atr,135.4533764250466,140.7105,2.7667,0,4.08,6.27
